150 0.634719 0.0114623
250 0.659445 0.0110175
350 0.633803 0.0104482
450 0.624141 0.00896223
550 0.563858 0.00989733
650 0.574524 0.0093335
750 0.574481 0.00927392
850 0.551974 0.00954939
950 0.558964 0.0072316
1050 0.574486 0.00912561
