150 0.594193 0.00303401
250 0.589315 0.00305836
350 0.580317 0.00327008
450 0.576682 0.00332578
550 0.569712 0.00354357
650 0.569823 0.00377209
750 0.568399 0.00412361
850 0.565794 0.00456224
950 0.570943 0.00528397
1050 0.581148 0.00801375
