9.04350e+03  511
2.21868e+04  1275
1.12559e+03  59

#****************************************
#Minimizer is Linear
#Chi2                      =      20.9339
#NDf                       =            1
#p0                        =     -4.77556   +/-   4.20435     
#p1                        =    0.0577212   +/-   0.000303755 

